citation,citation_id,citation_text
"[16666] BOCTOR N. Z., BOYD F. R.:    OXIDE MINERALS IN A LAYERED KIMBERLITE-CARBONATE SILL FROM BENFONTEIN, SOUTH AFRICA    CONTRIB. MINERAL. PETROL. 76   [1981]  253-259    doi: 10.1007/BF00375452",[16666],"BOCTOR N. Z., BOYD F. R.:    OXIDE MINERALS IN A LAYERED KIMBERLITE-CARBONATE SILL FROM BENFONTEIN, SOUTH AFRICA    CONTRIB. MINERAL. PETROL. 76   [1981]  253-259    doi: 10.1007/BF00375452"
"[16681] CHAKHMOURADIAN A. R., MITCHELL R. H.:    THREE COMPOSITIONAL VARIETIES OF PEROVSKITE FROM KIMBERLITES OF THE LAC DE GRAS FIELD (NORTHWEST TERRITORIES, CANADA)    MINERAL. MAG. 65   [2001]  133-148    doi: 10.1180/002646101550082",[16681],"CHAKHMOURADIAN A. R., MITCHELL R. H.:    THREE COMPOSITIONAL VARIETIES OF PEROVSKITE FROM KIMBERLITES OF THE LAC DE GRAS FIELD (NORTHWEST TERRITORIES, CANADA)    MINERAL. MAG. 65   [2001]  133-148    doi: 10.1180/002646101550082"
"[16685] MELLUSO L., LUSTRINO M., RUBERTI E., BROTZU P., DE BARROS GOMES C., MORBIDELLI L., MORRA V., SVISERO D. P., D^AMELIO F.:    MAJOR- AND TRACE-ELEMENT COMPOSITION OF OLIVINE, PEROVSKITE, CLINOPYROXENE, CR-FE-TI OXIDES, PHLOGOPITE AND HOST KAMAFUGITES AND KIMBERLITES, ALTO PARANAÍBA, BRAZIL    CAN. MINERAL. 46   [2008]  19-40    doi: 10.3749/canmin.46.1.19",[16685],"MELLUSO L., LUSTRINO M., RUBERTI E., BROTZU P., DE BARROS GOMES C., MORBIDELLI L., MORRA V., SVISERO D. P., D^AMELIO F.:    MAJOR- AND TRACE-ELEMENT COMPOSITION OF OLIVINE, PEROVSKITE, CLINOPYROXENE, CR-FE-TI OXIDES, PHLOGOPITE AND HOST KAMAFUGITES AND KIMBERLITES, ALTO PARANAÍBA, BRAZIL    CAN. MINERAL. 46   [2008]  19-40    doi: 10.3749/canmin.46.1.19"
"[16729] CARRASCO-NUNEZ G., MCCURRY M., BRANNEY M. J., NORRY M. J., WILLCOX C.:    COMPLEX MAGMA MIXING, MINGLING, AND WITHDRAWAL ASSOCIATED WITH AN INTRA-PLINIAN IGNIMBRITE ERUPTION AT A LARGE SILICIC CALDERA VOLCANO: LOS HUMEROS OF CENTRAL MEXICO    BULL. GEOL. SOC. AM. 124   [2012]  1793-1809    doi: 10.1130/B30501.1",[16729],"CARRASCO-NUNEZ G., MCCURRY M., BRANNEY M. J., NORRY M. J., WILLCOX C.:    COMPLEX MAGMA MIXING, MINGLING, AND WITHDRAWAL ASSOCIATED WITH AN INTRA-PLINIAN IGNIMBRITE ERUPTION AT A LARGE SILICIC CALDERA VOLCANO: LOS HUMEROS OF CENTRAL MEXICO    BULL. GEOL. SOC. AM. 124   [2012]  1793-1809    doi: 10.1130/B30501.1"
"[16742] ZHANG H.-F., MATTEY D. P., GRASSINEAU N., LOWRY D., BROWNLESS M., GURNEY J. J., MENZIES M. A.:    RECENT FLUID PROCESSES IN THE KAAPVAAL CRATON, SOUTH AFRICA: COUPLED OXYGEN ISOTOPE AND TRACE ELEMENT DISEQUILIBRIUM IN POLYMICT PERIDOTITES    EARTH PLANET. SCI. LETT. 176   [2000]  57-72    doi: 10.1016/S0012-821X(99)00311-8",[16742],"ZHANG H.-F., MATTEY D. P., GRASSINEAU N., LOWRY D., BROWNLESS M., GURNEY J. J., MENZIES M. A.:    RECENT FLUID PROCESSES IN THE KAAPVAAL CRATON, SOUTH AFRICA: COUPLED OXYGEN ISOTOPE AND TRACE ELEMENT DISEQUILIBRIUM IN POLYMICT PERIDOTITES    EARTH PLANET. SCI. LETT. 176   [2000]  57-72    doi: 10.1016/S0012-821X(99)00311-8"
"[16797] LAZAROV M., BREY G. P., WEYER S.:    EVOLUTION OF THE SOUTH AFRICAN MANTLE - A CASE STUDY OF GARNET PERIDOTITES FROM THE FINSCH DIAMOND MINE (KAAPVAAL CRATON); PART 1: INTER-MINERAL TRACE ELEMENT AND ISOTOPIC EQUILIBRIUM    LITHOS 154   [2012]  193-209    GeoReM-id: 6652   doi: 10.1016/j.lithos.2012.07.007",[16797],"LAZAROV M., BREY G. P., WEYER S.:    EVOLUTION OF THE SOUTH AFRICAN MANTLE - A CASE STUDY OF GARNET PERIDOTITES FROM THE FINSCH DIAMOND MINE (KAAPVAAL CRATON); PART 1: INTER-MINERAL TRACE ELEMENT AND ISOTOPIC EQUILIBRIUM    LITHOS 154   [2012]  193-209    GeoReM-id: 6652   doi: 10.1016/j.lithos.2012.07.007"
"[16832] ELTHON D., RIDLEY W. I.:    THE OXIDE AND SILICATE MINERAL CHEMISTRY OF A KIMBERLITE FROM THE PREMIER MINE: IMPLICATIONS FOR THE EVOLUTION OF KIMBERLITIC MAGMAS    [1979]  206-216    doi: 10.1029/SP015p0206",[16832],"ELTHON D., RIDLEY W. I.:    THE OXIDE AND SILICATE MINERAL CHEMISTRY OF A KIMBERLITE FROM THE PREMIER MINE: IMPLICATIONS FOR THE EVOLUTION OF KIMBERLITIC MAGMAS    [1979]  206-216    doi: 10.1029/SP015p0206"
[16833] SCOTT B.:    PETROGENESIS OF KIMBERLITES AND ASSOCIATED LAMPROPHYRES FROM CENTRAL WEST GREENLAND    [1979]  190-205    doi: 10.1029/SP015p0190,[16833],SCOTT B.:    PETROGENESIS OF KIMBERLITES AND ASSOCIATED LAMPROPHYRES FROM CENTRAL WEST GREENLAND    [1979]  190-205    doi: 10.1029/SP015p0190
"[16834] AKELLA J., SATYANARAYANA RAO P., MCCALLISTER R. H., BOYD F. R., MEYER H. O. A.:    MINERALOGICAL STUDIES ON THE DIAMONDIFEROUS KIMBERLITE OF THE WAJRAKHARUR AREA, SOUTHERN INDIA    [1979]  172-189    doi: 10.1029/SP015p0172",[16834],"AKELLA J., SATYANARAYANA RAO P., MCCALLISTER R. H., BOYD F. R., MEYER H. O. A.:    MINERALOGICAL STUDIES ON THE DIAMONDIFEROUS KIMBERLITE OF THE WAJRAKHARUR AREA, SOUTHERN INDIA    [1979]  172-189    doi: 10.1029/SP015p0172"
"[16835] MITCHELL R. H.:    MINERALOGY OF THE TUNRAQ KIMBERLITE, SOMERSET ISLAND, N.W.T., CANADA    [1979]  161-171    doi: 10.1029/SP015p0161",[16835],"MITCHELL R. H.:    MINERALOGY OF THE TUNRAQ KIMBERLITE, SOMERSET ISLAND, N.W.T., CANADA    [1979]  161-171    doi: 10.1029/SP015p0161"
"[16836] FERGUSON J., SHERATON J. W.:    PETROGENESIS OF KIMBERLITIC ROCKS AND ASSOCIATED XENOLITHS OF SOUTHEASTERN AUSTRALIA    [1979]  140-160    doi: 10.1029/SP015p0140",[16836],"FERGUSON J., SHERATON J. W.:    PETROGENESIS OF KIMBERLITIC ROCKS AND ASSOCIATED XENOLITHS OF SOUTHEASTERN AUSTRALIA    [1979]  140-160    doi: 10.1029/SP015p0140"
"[16837] MCIVER J. R., FERGUSON J.:    KIMBERLITIC, MELILITITIC, TRACHYTIC AND CARBONATITE ERUPTIVES AT SALPETRE KOP, SUTHERLAND, SOUTH AFRICA    [1979]  111-128    doi: 10.1029/SP015p0111",[16837],"MCIVER J. R., FERGUSON J.:    KIMBERLITIC, MELILITITIC, TRACHYTIC AND CARBONATITE ERUPTIVES AT SALPETRE KOP, SUTHERLAND, SOUTH AFRICA    [1979]  111-128    doi: 10.1029/SP015p0111"
"[16839] SVISERO D. P., MEYER H. O. A., TSAI HSIAO-MING:    KIMBERLITES IN BRAZIL: AN INITIAL REPORT    [1979]  92-100    doi: 10.1029/SP015p0092",[16839],"SVISERO D. P., MEYER H. O. A., TSAI HSIAO-MING:    KIMBERLITES IN BRAZIL: AN INITIAL REPORT    [1979]  92-100    doi: 10.1029/SP015p0092"
"[16849] WRIGHT H. M. N., BACON C. R., VAZQUEZ J. A., SISSON T. W.:    SIXTY THOUSAND YEARS OF MAGMATIC VOLATILE HISTORY BEFORE THE CALDERA-FORMING ERUPTION OF MOUNT MAZAMA, CRATER LAKE, OREGON    CONTRIB. MINERAL. PETROL. 164   [2012]  1027-1052    doi: 10.1007/s00410-012-0787-8",[16849],"WRIGHT H. M. N., BACON C. R., VAZQUEZ J. A., SISSON T. W.:    SIXTY THOUSAND YEARS OF MAGMATIC VOLATILE HISTORY BEFORE THE CALDERA-FORMING ERUPTION OF MOUNT MAZAMA, CRATER LAKE, OREGON    CONTRIB. MINERAL. PETROL. 164   [2012]  1027-1052    doi: 10.1007/s00410-012-0787-8"
"[16907] MCGEE E. S., HEARN B. C. JR.:    LAKE ELLEN KIMBERLITE, MICHIGAN, U.S.A.    U. S. GEOL. SURV. OPEN FILE REPT. 83-156   [1983]  1-22    doi: 10.3133/ofr83156",[16907],"MCGEE E. S., HEARN B. C. JR.:    LAKE ELLEN KIMBERLITE, MICHIGAN, U.S.A.    U. S. GEOL. SURV. OPEN FILE REPT. 83-156   [1983]  1-22    doi: 10.3133/ofr83156"
"[16927] ARCE J. L., GARDNER J. E., MACIAS J. L.:    PRE-ERUPTIVE CONDITIONS OF DACITIC MAGMA ERUPTED DURING THE 21.7 KA PLINIAN EVENT AT NEVADO DE TOLUCA VOLCANO, CENTRAL MEXICO    J. VOLCANOL. GEOTHERM. RES. 249   [2013]  49-65    doi: 10.1016/j.jvolgeores.2012.09.012",[16927],"ARCE J. L., GARDNER J. E., MACIAS J. L.:    PRE-ERUPTIVE CONDITIONS OF DACITIC MAGMA ERUPTED DURING THE 21.7 KA PLINIAN EVENT AT NEVADO DE TOLUCA VOLCANO, CENTRAL MEXICO    J. VOLCANOL. GEOTHERM. RES. 249   [2013]  49-65    doi: 10.1016/j.jvolgeores.2012.09.012"
"[16936] AKININ V. V., ANDRONIKOV A. V., MUKASA S. B., MILLER E. L.:    CRETACEOUS LOWER CRUST OF THE CONTINENTAL MARGINS OF THE NORTHERN PACIFIC: PETROLOGICAL AND GEOCHRONOLOGICAL DATA ON LOWER TO MIDDLE CRUSTAL XENOLITHS    PETROLOGY 21   [2013]  28-65    doi: 10.1134/S0869591113010013",[16936],"AKININ V. V., ANDRONIKOV A. V., MUKASA S. B., MILLER E. L.:    CRETACEOUS LOWER CRUST OF THE CONTINENTAL MARGINS OF THE NORTHERN PACIFIC: PETROLOGICAL AND GEOCHRONOLOGICAL DATA ON LOWER TO MIDDLE CRUSTAL XENOLITHS    PETROLOGY 21   [2013]  28-65    doi: 10.1134/S0869591113010013"
"[16939] KAMINSKY F. V., SABLUKOV S. M., SABLUKOVA L. I., SHCHUKIN V. S., CANIL D.:    KIMBERLITES FROM THE WAWA AREA, ONTARIO    CAN. J. EARTH SCI. 39   [2002]  1819-1838    doi: 10.1139/E02-089",[16939],"KAMINSKY F. V., SABLUKOV S. M., SABLUKOVA L. I., SHCHUKIN V. S., CANIL D.:    KIMBERLITES FROM THE WAWA AREA, ONTARIO    CAN. J. EARTH SCI. 39   [2002]  1819-1838    doi: 10.1139/E02-089"
"[16954] LEE CIN-TY A., RUDNICK R. L.:    COMPOSITIONALLY STRATIFIED CRATONIC LITHOSPHERE: PETROLOGY AND GEOCHEMISTRY OF PERIDOTITE XENOLITHS FROM THE LABAIT VOLCANO, TANZANIA    [1999]  503-521",[16954],"LEE CIN-TY A., RUDNICK R. L.:    COMPOSITIONALLY STRATIFIED CRATONIC LITHOSPHERE: PETROLOGY AND GEOCHEMISTRY OF PERIDOTITE XENOLITHS FROM THE LABAIT VOLCANO, TANZANIA    [1999]  503-521"
"[16964] FIELD L., BLUNDY J. D., CALVERT A. T., YIRGU G.:    MAGMATIC HISTORY OF DABBAHU, A COMPOSITE VOLCANO IN THE AFAR RIFT, ETHIOPIA    BULL. GEOL. SOC. AM. 125   [2013]  128-147    doi: 10.1130/B30560.1",[16964],"FIELD L., BLUNDY J. D., CALVERT A. T., YIRGU G.:    MAGMATIC HISTORY OF DABBAHU, A COMPOSITE VOLCANO IN THE AFAR RIFT, ETHIOPIA    BULL. GEOL. SOC. AM. 125   [2013]  128-147    doi: 10.1130/B30560.1"
"[17008] FAN QICHENG, ZHANG HONG-FU, SUI JIANLI, ZHAI MINGGUO, SUN QIAN, LI NI:    MAGMA UNDERPLATING AND HANNUOBA PRESENT CRUST-MANTLE TRANSITIONAL ZONE COMPOSITION: XENOLITH PETROLOGICAL AND GEOCHEMICAL EVIDENCE    SCI. CHINA SER. D EARTH SCI. 48   [2005]  1089-1105    doi: 10.1360/04yd0007",[17008],"FAN QICHENG, ZHANG HONG-FU, SUI JIANLI, ZHAI MINGGUO, SUN QIAN, LI NI:    MAGMA UNDERPLATING AND HANNUOBA PRESENT CRUST-MANTLE TRANSITIONAL ZONE COMPOSITION: XENOLITH PETROLOGICAL AND GEOCHEMICAL EVIDENCE    SCI. CHINA SER. D EARTH SCI. 48   [2005]  1089-1105    doi: 10.1360/04yd0007"
"[17028] XIE ZHI, WANG B., CHEN JIANGFENG, QIAN HUI:    THE GEOCHEMICAL CHARACTERISTICS OF METABASITES WITH A PSEUDO-PILLOW STRUCTURE FROM GANGHE, DABIE OROGEN, CHINA    J. ASIAN EARTH SCI. 63   [2013]  151-161    doi: 10.1016/j.jseaes.2012.05.010",[17028],"XIE ZHI, WANG B., CHEN JIANGFENG, QIAN HUI:    THE GEOCHEMICAL CHARACTERISTICS OF METABASITES WITH A PSEUDO-PILLOW STRUCTURE FROM GANGHE, DABIE OROGEN, CHINA    J. ASIAN EARTH SCI. 63   [2013]  151-161    doi: 10.1016/j.jseaes.2012.05.010"
"[17042] ALI S., NTAFLOS T., UPTON B. G. J.:    PETROGENESIS AND MANTLE SOURCE CHARACTERISTICS OF QUATERNARY ALKALINE MAFIC LAVAS IN THE WESTERN CARPATHIAN-PANNONIAN REGION, STYRIA, AUSTRIA    CHEM. GEOL. 337-338   [2013]  99-113    GeoReM-id: 7444   doi: 10.1016/J.CHEMGEO.2012.12.001",[17042],"ALI S., NTAFLOS T., UPTON B. G. J.:    PETROGENESIS AND MANTLE SOURCE CHARACTERISTICS OF QUATERNARY ALKALINE MAFIC LAVAS IN THE WESTERN CARPATHIAN-PANNONIAN REGION, STYRIA, AUSTRIA    CHEM. GEOL. 337-338   [2013]  99-113    GeoReM-id: 7444   doi: 10.1016/J.CHEMGEO.2012.12.001"
"[17055] BARKER S. J., WILSON C. J. N., BAKER J. A., MILLET M.-A., ROTELLA M. D., WRIGHT I. C., WYSOCZANSKI R. J.:    GEOCHEMISTRY AND PETROGENESIS OF SILICIC MAGMAS IN THE INTRA-OCEANIC KERMADEC ARC    J. PETROL. 54   [2013]  351-391    doi: 10.1093/petrology/egs071",[17055],"BARKER S. J., WILSON C. J. N., BAKER J. A., MILLET M.-A., ROTELLA M. D., WRIGHT I. C., WYSOCZANSKI R. J.:    GEOCHEMISTRY AND PETROGENESIS OF SILICIC MAGMAS IN THE INTRA-OCEANIC KERMADEC ARC    J. PETROL. 54   [2013]  351-391    doi: 10.1093/petrology/egs071"
"[17086] PORTNYAGIN M. V., HOERNLE K. A., STORM S., MIRONOV N. L., VAN DEN BOGAARD C., BOTCHARNIKOV R. E.:    H2O-RICH MELT INCLUSIONS IN FAYALITIC OLIVINE FROM HEKLA VOLCANO: IMPLICATIONS FOR PHASE RELATIONSHIPS IN SILICIC SYSTEMS AND DRIVING FORCES OF EXPLOSIVE VOLCANISM ON ICELAND    EARTH PLANET. SCI. LETT. 357-358   [2012]  337-346    doi: 10.1016/j.epsl.2012.09.047",[17086],"PORTNYAGIN M. V., HOERNLE K. A., STORM S., MIRONOV N. L., VAN DEN BOGAARD C., BOTCHARNIKOV R. E.:    H2O-RICH MELT INCLUSIONS IN FAYALITIC OLIVINE FROM HEKLA VOLCANO: IMPLICATIONS FOR PHASE RELATIONSHIPS IN SILICIC SYSTEMS AND DRIVING FORCES OF EXPLOSIVE VOLCANISM ON ICELAND    EARTH PLANET. SCI. LETT. 357-358   [2012]  337-346    doi: 10.1016/j.epsl.2012.09.047"
"[17104] TAPPE S., FOLEY S. F., JENNER G. A., HEAMAN L. M., KJARSGAARD B. A., ROMER R. L., STRACKE A., JOYCE N., HOEFS J.:    GENESIS OF ULTRAMAFIC LAMPROPHYRES AND CARBONATITES AT AILLIK BAY, LABRADOR: A CONSEQUENCE OF INCIPIENT LITHOSPHERIC THINNING BENEATH THE NORTH ATLANTIC CRATON    J. PETROL. 47   [2006]  1261-1315    doi: 10.1093/petrology/egl008",[17104],"TAPPE S., FOLEY S. F., JENNER G. A., HEAMAN L. M., KJARSGAARD B. A., ROMER R. L., STRACKE A., JOYCE N., HOEFS J.:    GENESIS OF ULTRAMAFIC LAMPROPHYRES AND CARBONATITES AT AILLIK BAY, LABRADOR: A CONSEQUENCE OF INCIPIENT LITHOSPHERIC THINNING BENEATH THE NORTH ATLANTIC CRATON    J. PETROL. 47   [2006]  1261-1315    doi: 10.1093/petrology/egl008"
"[17167] DOGAN A. U., PEATE D. W., DOGAN M., YESILYURT-YENICE F. I., UNSAL O.:    PETROGENESIS OF MAFIC-SILICIC LAVAS AT MT. ERCIYES, CENTRAL ANATOLIA, TURKEY    J. VOLCANOL. GEOTHERM. RES. 256   [2013]  16-28    doi: 10.1016/j.jvolgeores.2013.01.020",[17167],"DOGAN A. U., PEATE D. W., DOGAN M., YESILYURT-YENICE F. I., UNSAL O.:    PETROGENESIS OF MAFIC-SILICIC LAVAS AT MT. ERCIYES, CENTRAL ANATOLIA, TURKEY    J. VOLCANOL. GEOTHERM. RES. 256   [2013]  16-28    doi: 10.1016/j.jvolgeores.2013.01.020"
"[17180] TAKAHASHI R., NAKAGAWA M.:    FORMATION OF A COMPOSITIONALLY REVERSE ZONED MAGMA CHAMBER: PETROLOGY OF THE AD 1640 AND 1694 ERUPTIONS OF HOKKAIDO-KOMAGATAKE VOLCANO, JAPAN    J. PETROL. 54   [2013]  815-838    doi: 10.1093/petrology/egs087",[17180],"TAKAHASHI R., NAKAGAWA M.:    FORMATION OF A COMPOSITIONALLY REVERSE ZONED MAGMA CHAMBER: PETROLOGY OF THE AD 1640 AND 1694 ERUPTIONS OF HOKKAIDO-KOMAGATAKE VOLCANO, JAPAN    J. PETROL. 54   [2013]  815-838    doi: 10.1093/petrology/egs087"
"[17231] XIE LEI, WANG RU-CHENG, CHEN JUN, ZHU JINCHU, ZHANG WENLAN, LU JIANJUN, ZHANG RONGQING:    A TIN-MINERALIZED TOPAZ RHYOLITE DIKE WITH COEVAL TOPAZ GRANITE ENCLAVES AT QIGULING IN THE QITIANLING TIN DISTRICT, SOUTHERN CHINA    LITHOS 170-171   [2013]  252-268    GeoReM-id: 7263   doi: 10.1016/j.lithos.2013.03.001",[17231],"XIE LEI, WANG RU-CHENG, CHEN JUN, ZHU JINCHU, ZHANG WENLAN, LU JIANJUN, ZHANG RONGQING:    A TIN-MINERALIZED TOPAZ RHYOLITE DIKE WITH COEVAL TOPAZ GRANITE ENCLAVES AT QIGULING IN THE QITIANLING TIN DISTRICT, SOUTHERN CHINA    LITHOS 170-171   [2013]  252-268    GeoReM-id: 7263   doi: 10.1016/j.lithos.2013.03.001"
"[17261] BELLIENI G., PETRINI R., PICCIRILLO E. M., BRITO C. M., FIGUEIREDO A. M. G., MARQUES L. S., DE MIN A., MELFI A. J.:    PETROGENESIS AND TECTONIC SIGNIFICANCE OF THE LATE PROTEROZOIC UNMETAMORPHOSED MAFIC DYKE SWARMS FROM THE SALVADOR AREA (NE BRAZIL)    NEUES JAHRB. MINERAL. ABH. 173   [1998]  327-350    doi: 10.1127/njma/173/1998/327",[17261],"BELLIENI G., PETRINI R., PICCIRILLO E. M., BRITO C. M., FIGUEIREDO A. M. G., MARQUES L. S., DE MIN A., MELFI A. J.:    PETROGENESIS AND TECTONIC SIGNIFICANCE OF THE LATE PROTEROZOIC UNMETAMORPHOSED MAFIC DYKE SWARMS FROM THE SALVADOR AREA (NE BRAZIL)    NEUES JAHRB. MINERAL. ABH. 173   [1998]  327-350    doi: 10.1127/njma/173/1998/327"
"[17277] CHEN CHENG-HONG:    PETROLOGY AND GEOCHEMISTRY OF NEOGENE CONTINENTAL BASALTS AND RELATED ROCKS IN NORTHERN TAIWAN (II): TESCHENITES FROM LUKU AREA    ACTA GEOL. TAIWANICA, SCI. REP. NAT. TAIWAN UNIV. 24   [1986]  89-122",[17277],"CHEN CHENG-HONG:    PETROLOGY AND GEOCHEMISTRY OF NEOGENE CONTINENTAL BASALTS AND RELATED ROCKS IN NORTHERN TAIWAN (II): TESCHENITES FROM LUKU AREA    ACTA GEOL. TAIWANICA, SCI. REP. NAT. TAIWAN UNIV. 24   [1986]  89-122"
"[17310] NJONFANG E., TCHONENG G. T., COZZUPOLI D., LUCCI F.:    PETROGENESIS OF THE SABONGARI ALKALINE COMPLEX, CAMEROON LINE (CENTRAL AFRICA): PRELIMINARY PETROLOGICAL AND GEOCHEMICAL CONSTRAINTS    J. AFR. EARTH SCI. 83   [2013]  25-54    doi: 10.1016/j.jafrearsci.2013.03.004",[17310],"NJONFANG E., TCHONENG G. T., COZZUPOLI D., LUCCI F.:    PETROGENESIS OF THE SABONGARI ALKALINE COMPLEX, CAMEROON LINE (CENTRAL AFRICA): PRELIMINARY PETROLOGICAL AND GEOCHEMICAL CONSTRAINTS    J. AFR. EARTH SCI. 83   [2013]  25-54    doi: 10.1016/j.jafrearsci.2013.03.004"
"[17325] GASPAR J. C., WYLLIE P. J.:    THE ALLEGED KIMBERLITE-CARBONATITE RELATIONSHIP: EVIDENCE FROM ILMENITE AND SPINEL FROM PREMIER AND WESSELTON MINES AND THE BENFONTEIN SILL, SOUTH AFRICA    CONTRIB. MINERAL. PETROL. 85   [1984]  133-140    doi: 10.1007/BF00371703",[17325],"GASPAR J. C., WYLLIE P. J.:    THE ALLEGED KIMBERLITE-CARBONATITE RELATIONSHIP: EVIDENCE FROM ILMENITE AND SPINEL FROM PREMIER AND WESSELTON MINES AND THE BENFONTEIN SILL, SOUTH AFRICA    CONTRIB. MINERAL. PETROL. 85   [1984]  133-140    doi: 10.1007/BF00371703"
"[17357] DE BRUIN D.:    MULTIPLE COMPOSITIONAL MEGACRYST GROUPS FROM THE UINTJIESBERG AND WITBERG KIMBERLITES, SOUTH AFRICA    S. AFR. J. GEOL. 108   [2005]  233-246    doi: 10.2113/108.2.233",[17357],"DE BRUIN D.:    MULTIPLE COMPOSITIONAL MEGACRYST GROUPS FROM THE UINTJIESBERG AND WITBERG KIMBERLITES, SOUTH AFRICA    S. AFR. J. GEOL. 108   [2005]  233-246    doi: 10.2113/108.2.233"
"[17366] TOMPKINS L. A., HAGGERTY S. E.:    GROUNDMASS OXIDE MINERALS IN THE KOIDU KIMBERLITES DIKES, SIERRA LEONE, WEST AFRICA    CONTRIB. MINERAL. PETROL. 91   [1985]  245-263    doi: 10.1007/BF00413351",[17366],"TOMPKINS L. A., HAGGERTY S. E.:    GROUNDMASS OXIDE MINERALS IN THE KOIDU KIMBERLITES DIKES, SIERRA LEONE, WEST AFRICA    CONTRIB. MINERAL. PETROL. 91   [1985]  245-263    doi: 10.1007/BF00413351"
"[17368] NIELSEN T. F. D., SAND K. K.:    THE MAJUAGAA KIMBERLITE DIKE, MANIITSOQ REGION, WEST GREENLAND: CONSTRAINTS ON AN MG-RICH SILICOCARBONATITIC MELT COMPOSITION FROM GROUNDMASS MINERALOGY AND BULK COMPOSITIONS    CAN. MINERAL. 46   [2008]  1043-1061    doi: 10.3749/canmin.46.4.1043",[17368],"NIELSEN T. F. D., SAND K. K.:    THE MAJUAGAA KIMBERLITE DIKE, MANIITSOQ REGION, WEST GREENLAND: CONSTRAINTS ON AN MG-RICH SILICOCARBONATITIC MELT COMPOSITION FROM GROUNDMASS MINERALOGY AND BULK COMPOSITIONS    CAN. MINERAL. 46   [2008]  1043-1061    doi: 10.3749/canmin.46.4.1043"
"[17371] GARRISON J. R. JR., TAYLOR L. A.:    MEGACRYST AND XENOLITHS IN KIMBERLITE, ELLIOTT COUNTY, KENTUCKY: A MANTLE SAMPLE FROM BENEATH THE PERMIAN APPALACHIAN PLATEAU    CONTRIB. MINERAL. PETROL. 75   [1980]  27-42    doi: 10.1007/BF00371887",[17371],"GARRISON J. R. JR., TAYLOR L. A.:    MEGACRYST AND XENOLITHS IN KIMBERLITE, ELLIOTT COUNTY, KENTUCKY: A MANTLE SAMPLE FROM BENEATH THE PERMIAN APPALACHIAN PLATEAU    CONTRIB. MINERAL. PETROL. 75   [1980]  27-42    doi: 10.1007/BF00371887"
"[17375] GREGOIRE M., BELL D. R., LE ROEX A. P.:    TRACE ELEMENT GEOCHEMISTRY OF PHLOGOPITE-RICH MAFIC MANTLE XENOLITHS: THEIR CLASSIFICATION AND THEIR RELATIONSHIP TO PHLOGOPITE-BEARING PERIDOTITES AND KIMBERLITES REVISITED    CONTRIB. MINERAL. PETROL. 142   [2002]  603-625    doi: 10.1007/s00410-001-0315-8",[17375],"GREGOIRE M., BELL D. R., LE ROEX A. P.:    TRACE ELEMENT GEOCHEMISTRY OF PHLOGOPITE-RICH MAFIC MANTLE XENOLITHS: THEIR CLASSIFICATION AND THEIR RELATIONSHIP TO PHLOGOPITE-BEARING PERIDOTITES AND KIMBERLITES REVISITED    CONTRIB. MINERAL. PETROL. 142   [2002]  603-625    doi: 10.1007/s00410-001-0315-8"
"[17379] HAGGERTY S. E.:    THE MINERAL CHEMISTRY OF NEW TITANATES FROM THE JAGERSFONTEIN KIMBERLITE, SOUTH AFRICA: IMPLICATIONS FOR METASOMATISM IN THE UPPER MANTLE    GEOCHIM. COSMOCHIM. ACTA 47   [1983]  1833-1854    doi: 10.1016/0016-7037(83)90201-6",[17379],"HAGGERTY S. E.:    THE MINERAL CHEMISTRY OF NEW TITANATES FROM THE JAGERSFONTEIN KIMBERLITE, SOUTH AFRICA: IMPLICATIONS FOR METASOMATISM IN THE UPPER MANTLE    GEOCHIM. COSMOCHIM. ACTA 47   [1983]  1833-1854    doi: 10.1016/0016-7037(83)90201-6"
"[17386] HAGGERTY S. E.:    NB-CR-RUTILE IN THE ORAPA KIMBERLITE, BOTSWANA    CAN. MINERAL. 25   [1987]  251-264",[17386],"HAGGERTY S. E.:    NB-CR-RUTILE IN THE ORAPA KIMBERLITE, BOTSWANA    CAN. MINERAL. 25   [1987]  251-264"
"[17399] BISHOP F.C., SMITH J. V., DAWSON J. B.:    NA, K, P AND TI IN GARNET, PYROXENE AND OLIVINE FROM PERIDOTITE AND ECLOGITE XENOLITHS FROM AFRICAN KIMBERLITES    LITHOS 11   [1978]  155-173    doi: 10.1016/0024-4937(78)90006-3",[17399],"BISHOP F.C., SMITH J. V., DAWSON J. B.:    NA, K, P AND TI IN GARNET, PYROXENE AND OLIVINE FROM PERIDOTITE AND ECLOGITE XENOLITHS FROM AFRICAN KIMBERLITES    LITHOS 11   [1978]  155-173    doi: 10.1016/0024-4937(78)90006-3"
"[17442] KOSTROVITSKY S. I., SPETSIUS Z. V., ALYMOVA N. V., SUVOROVA L. F.:    CLINOPYROXENE-OLIVINE-ILMENITE MEGACRYST ASSEMBLAGE IN KIMBERLITE FROM THE UDACHNAYA PIPE    DOKL. EARTH SCI. 396   [2004]  504-507",[17442],"KOSTROVITSKY S. I., SPETSIUS Z. V., ALYMOVA N. V., SUVOROVA L. F.:    CLINOPYROXENE-OLIVINE-ILMENITE MEGACRYST ASSEMBLAGE IN KIMBERLITE FROM THE UDACHNAYA PIPE    DOKL. EARTH SCI. 396   [2004]  504-507"
